BatchNumber,MachineNumber,ProductCode,TimeStarted,TimeStopped,NumberProduced,NumberRejected
5058,5,43,8/2/2014 9:08,8/2/2014 15:18,2117,22
5059,6,16,8/2/2014 9:21,8/2/2014 14:26,3270,35
5060,1,16,8/3/2014 9:21,8/3/2014 13:16,2519,27
5060,2,25,8/3/2014 9:35,8/3/2014 12:20,2594,27
5060,3,57,8/3/2014 9:35,8/3/2014 12:20,944,10
5061,4,43,8/3/2014 8:09,8/3/2014 9:09,343,3
5061,5,47,8/3/2014 8:09,8/3/2014 9:09,343,3
5062,6,2,8/3/2014 8:22,8/3/2014 8:52,321,3
5063,1,2,8/4/2014 8:22,8/4/2014 16:02,4932,52
5063,2,32,8/4/2014 8:36,8/4/2014 16:16,7232,77
5063,3,37,8/4/2014 9:25,8/4/2014 16:00,2260,24
5064,4,55,8/4/2014 9:25,8/4/2014 14:50,1860,19
5064,5,41,8/4/2014 9:36,8/4/2014 15:01,1860,19
5065,6,14,8/4/2014 9:36,8/4/2014 13:51,2734,29
5066,1,14,8/5/2014 8:11,8/5/2014 11:21,2037,21
5066,2,32,8/5/2014 8:24,8/5/2014 11:34,2987,32
5066,3,36,8/5/2014 8:24,8/5/2014 10:24,686,7
5067,4,54,8/5/2014 8:37,8/5/2014 13:42,1746,18
5067,5,58,8/5/2014 8:37,8/5/2014 13:42,1746,18
5068,6,17,8/5/2014 8:51,8/5/2014 16:51,5147,55
5069,1,17,8/6/2014 8:51,8/6/2014 15:46,4450,47
5069,2,26,8/6/2014 9:05,8/6/2014 16:00,6525,69
5069,3,57,8/6/2014 9:18,8/6/2014 17:13,2719,29
5070,4,44,8/6/2014 9:18,8/6/2014 16:03,2318,24
5070,5,43,8/6/2014 9:32,8/6/2014 16:17,2318,24
5071,6,16,8/6/2014 8:06,8/6/2014 13:41,3593,38
5072,1,16,8/9/2014 9:14,8/9/2014 15:14,3861,41
5072,2,25,8/9/2014 8:01,8/9/2014 12:51,4560,48
5072,3,57,8/9/2014 8:01,8/9/2014 11:41,1259,13
5073,4,43,8/9/2014 8:15,8/9/2014 11:55,1260,13
5073,5,47,8/9/2014 8:15,8/9/2014 10:50,887,9
5074,6,2,8/9/2014 8:29,8/9/2014 9:54,911,9
5075,1,2,8/10/2014 8:42,8/10/2014 10:07,911,9
5075,2,32,8/10/2014 8:42,8/10/2014 8:57,235,2
5075,3,37,8/10/2014 8:56,8/10/2014 9:11,85,0
5076,4,55,8/10/2014 8:56,8/10/2014 16:21,2548,27
5076,5,42,8/10/2014 8:57,8/10/2014 15:17,2176,23
5077,6,19,8/10/2014 9:23,8/10/2014 11:48,1555,16
5078,1,19,8/11/2014 9:23,8/11/2014 11:48,1555,16
5078,2,27,8/11/2014 9:37,8/11/2014 10:57,1258,13
5078,3,58,8/11/2014 9:37,8/11/2014 9:47,57,0
5079,4,45,8/11/2014 8:11,8/11/2014 8:21,57,0
5079,5,49,8/11/2014 8:11,8/11/2014 15:31,2520,27
5080,6,21,8/11/2014 8:24,8/11/2014 14:39,4023,43
5081,1,21,8/12/2014 8:38,8/12/2014 14:53,4023,43
5081,2,26,8/12/2014 8:38,8/12/2014 13:43,4797,51
5081,3,57,8/12/2014 8:52,8/12/2014 12:47,1346,14
5082,4,44,8/12/2014 8:52,8/12/2014 11:42,973,10
5082,5,43,8/12/2014 9:05,8/12/2014 16:50,2664,28
5083,6,16,8/12/2014 9:05,8/12/2014 15:40,4238,45
5084,1,16,8/13/2014 9:19,8/13/2014 16:14,4452,47
5084,2,25,8/13/2014 9:19,8/13/2014 10:44,1337,14
5084,3,54,8/13/2014 9:33,8/13/2014 10:48,429,4
5085,4,58,8/13/2014 9:33,8/13/2014 9:38,28,0
5085,5,44,8/13/2014 8:06,8/13/2014 13:36,1890,20
5086,6,17,8/13/2014 8:06,8/13/2014 11:56,2467,26
5087,1,17,8/16/2014 9:28,8/16/2014 14:13,3058,32
5087,2,29,8/16/2014 8:02,8/16/2014 8:12,157,1
5087,3,47,8/16/2014 8:02,8/16/2014 14:17,2149,23
5088,4,34,8/16/2014 8:16,8/16/2014 14:31,2149,23
5088,5,52,8/16/2014 8:29,8/16/2014 13:34,1748,18
5089,6,11,8/16/2014 8:29,8/16/2014 13:34,3273,35
5090,1,11,8/17/2014 8:43,8/17/2014 12:43,2571,27
5090,2,29,8/17/2014 8:43,8/17/2014 11:33,2671,28
5090,3,46,8/17/2014 8:57,8/17/2014 11:47,971,10
5091,4,33,8/17/2014 8:57,8/17/2014 9:07,57,0
5091,5,51,8/17/2014 8:47,8/17/2014 8:57,57,0
5092,6,23,8/17/2014 8:47,8/17/2014 9:22,374,4
5093,1,23,8/18/2014 9:24,8/18/2014 17:09,4982,53
5093,2,28,8/18/2014 9:38,8/18/2014 17:23,7307,78
5093,3,59,8/18/2014 9:38,8/18/2014 16:13,2257,24
5094,4,46,8/18/2014 8:11,8/18/2014 14:46,2257,24
5094,5,36,8/18/2014 8:11,8/18/2014 13:41,1885,20
5095,6,9,8/18/2014 8:25,8/18/2014 12:45,2785,29
5096,1,9,8/19/2014 8:25,8/19/2014 12:45,2785,29
5096,2,27,8/19/2014 8:39,8/19/2014 11:49,2985,31
5096,3,59,8/19/2014 8:52,8/19/2014 10:57,714,7
5097,4,45,8/19/2014 8:52,8/19/2014 10:57,714,7
5097,5,49,8/19/2014 9:06,8/19/2014 10:01,314,3
5098,6,22,8/19/2014 9:06,8/19/2014 10:01,589,6
5099,1,22,8/20/2014 9:38,8/20/2014 17:43,5197,55
5099,2,26,8/20/2014 9:38,8/20/2014 16:38,6600,70
5099,3,58,8/20/2014 9:33,8/20/2014 16:33,2400,25
5100,4,44,8/20/2014 9:33,8/20/2014 10:08,200,2
5100,5,47,8/20/2014 8:07,8/20/2014 8:42,200,2
5101,6,12,8/20/2014 8:07,8/20/2014 12:47,3000,32
5102,1,12,8/23/2014 9:29,8/23/2014 14:34,3268,35
5102,2,24,8/23/2014 8:03,8/23/2014 13:08,4793,51
5102,3,42,8/23/2014 8:03,8/23/2014 11:58,1343,14
5103,4,48,8/23/2014 8:16,8/23/2014 11:01,943,10
5103,5,51,8/23/2014 8:16,8/23/2014 11:01,943,10
5104,6,23,8/23/2014 9:33,8/23/2014 10:33,643,6
5105,1,23,8/24/2014 9:33,8/24/2014 10:03,321,3
5105,2,28,8/24/2014 8:44,8/24/2014 9:14,471,5
5105,3,59,8/24/2014 8:44,8/24/2014 16:24,2630,28
5106,4,46,8/24/2014 8:57,8/24/2014 16:37,2630,28
5106,5,36,8/24/2014 9:11,8/24/2014 15:46,2259,24
5107,6,9,8/24/2014 9:11,8/24/2014 14:36,3483,37
5108,1,9,8/25/2014 9:25,8/25/2014 14:50,3483,37
5108,2,27,8/25/2014 9:25,8/25/2014 13:40,4008,42
5108,3,59,8/25/2014 9:38,8/25/2014 12:48,1086,11
5109,4,45,8/25/2014 9:38,8/25/2014 12:48,1086,11
5109,5,49,8/25/2014 8:12,8/25/2014 10:12,686,7
5110,6,22,8/25/2014 8:12,8/25/2014 13:17,3269,35
5111,1,22,8/26/2014 8:26,8/26/2014 13:31,3269,35
5111,2,26,8/26/2014 8:26,8/26/2014 16:26,7546,80
5111,3,58,8/26/2014 8:39,8/26/2014 16:39,2746,29
5112,4,44,8/26/2014 8:53,8/26/2014 15:48,2374,25
5112,5,49,8/26/2014 8:53,8/26/2014 14:38,1973,21
5113,6,8,8/26/2014 9:07,8/26/2014 14:52,3698,39
5114,1,8,8/27/2014 9:07,8/27/2014 13:42,2948,31
5114,2,26,8/27/2014 9:28,8/27/2014 12:58,3301,35
5114,3,58,8/27/2014 9:28,8/27/2014 12:58,1201,12
5115,4,44,8/27/2014 9:34,8/27/2014 11:54,801,8
5115,5,43,8/27/2014 9:34,8/27/2014 11:54,801,8
5116,6,17,8/27/2014 8:08,8/27/2014 9:18,750,8
5117,1,17,8/30/2014 9:16,8/30/2014 10:51,1018,10
5117,2,25,8/30/2014 8:39,8/30/2014 10:14,1493,16
5117,3,57,8/30/2014 8:39,8/30/2014 9:04,143,1
5118,4,43,8/30/2014 8:04,8/30/2014 8:29,143,1
5118,5,53,8/30/2014 8:04,8/30/2014 15:39,2604,27
5119,6,16,8/30/2014 8:17,8/30/2014 14:47,4182,44
5120,1,16,8/31/2014 8:17,8/31/2014 14:47,4182,44
5120,2,25,8/31/2014 8:31,8/31/2014 13:51,5031,53
5120,3,43,8/31/2014 8:31,8/31/2014 13:51,1832,19
5121,4,47,8/31/2014 8:45,8/31/2014 10:00,429,4
5121,5,33,8/31/2014 8:45,8/31/2014 9:05,114,1
5122,6,12,8/31/2014 8:58,8/31/2014 9:18,214,2
5123,1,12,9/1/2014 8:58,9/1/2014 16:23,4772,51
5123,2,24,9/1/2014 9:12,9/1/2014 15:32,5975,64
5123,3,55,9/1/2014 9:12,9/1/2014 15:32,2175,23
5124,4,42,9/1/2014 9:26,9/1/2014 14:41,1803,19
5124,5,46,9/1/2014 9:26,9/1/2014 11:36,744,7
5125,6,19,9/1/2014 9:39,9/1/2014 11:49,1394,14
5126,1,19,9/2/2014 9:39,9/2/2014 16:44,4558,48
5126,2,26,9/2/2014 8:13,9/2/2014 15:18,6683,71
5126,3,58,9/2/2014 8:27,9/2/2014 14:22,2032,21
5127,4,44,9/2/2014 8:27,9/2/2014 12:07,1259,13
5127,5,43,9/2/2014 8:34,9/2/2014 12:14,1259,13
5128,6,17,9/2/2014 8:34,9/2/2014 12:09,2306,24
5129,1,17,9/3/2014 8:54,9/3/2014 10:19,911,9
5129,2,27,9/3/2014 8:54,9/3/2014 9:09,235,2
5129,3,58,9/3/2014 9:08,9/3/2014 9:23,85,0
5130,4,45,9/3/2014 9:08,9/3/2014 16:33,2548,27
5130,5,49,9/3/2014 9:21,9/3/2014 16:46,2548,27
5131,6,21,9/3/2014 9:21,9/3/2014 15:41,4076,43
5132,1,21,9/6/2014 9:36,9/6/2014 13:36,2574,27
5132,2,26,9/6/2014 9:36,9/6/2014 15:06,5190,55
5132,3,57,9/6/2014 8:11,9/6/2014 13:41,1890,20
5133,4,44,9/6/2014 8:11,9/6/2014 12:36,1518,16
5133,5,43,9/6/2014 8:24,9/6/2014 11:39,1117,11
5134,6,16,9/6/2014 8:37,9/6/2014 11:52,2092,22
5135,1,16,9/7/2014 8:37,9/7/2014 10:42,1341,14
5135,2,25,9/7/2014 8:51,9/7/2014 9:51,943,10
5135,3,57,9/7/2014 8:51,9/7/2014 9:51,343,3
5136,4,43,9/7/2014 9:05,9/7/2014 17:15,2807,30
5136,5,47,9/7/2014 9:05,9/7/2014 17:15,2807,30
5137,6,2,9/7/2014 9:18,9/7/2014 16:18,4506,48
5138,1,2,9/8/2014 9:18,9/8/2014 15:13,3809,40
5138,2,32,9/8/2014 9:32,9/8/2014 15:27,5584,59
5138,3,37,9/8/2014 9:32,9/8/2014 14:17,1633,17
5139,4,55,9/8/2014 8:06,9/8/2014 12:51,1633,17
5139,5,41,9/8/2014 8:06,9/8/2014 11:41,1232,13
5140,6,14,9/8/2014 8:19,9/8/2014 12:44,2843,30
5141,1,14,9/9/2014 8:19,9/9/2014 12:44,2843,30
5141,2,32,9/9/2014 8:33,9/9/2014 9:53,1258,13
5141,3,36,9/9/2014 8:33,9/9/2014 8:43,57,0
5142,4,54,9/9/2014 8:47,9/9/2014 8:57,57,0
5142,5,58,9/9/2014 8:47,9/9/2014 16:12,2550,27
5143,6,17,9/9/2014 8:06,9/9/2014 15:31,4775,51
5144,1,17,9/10/2014 8:06,9/10/2014 14:21,4024,43
5144,2,26,9/10/2014 9:14,9/10/2014 14:19,4798,51
5144,3,57,9/10/2014 9:14,9/10/2014 14:19,1748,18
5145,4,44,9/10/2014 9:28,9/10/2014 13:28,1375,14
5145,5,43,9/10/2014 8:01,9/10/2014 12:01,1426,15
5146,6,16,9/10/2014 8:01,9/10/2014 15:46,5088,54
5147,1,16,9/13/2014 9:23,9/13/2014 17:28,5196,55
5147,2,25,9/13/2014 9:23,9/13/2014 16:23,6600,70
5147,3,43,9/13/2014 9:37,9/13/2014 16:37,2400,25
5148,4,47,9/13/2014 8:11,9/13/2014 8:46,200,2
5148,5,34,9/13/2014 8:11,9/13/2014 8:46,200,2
5149,6,2,9/13/2014 8:24,9/13/2014 13:04,3000,32
5150,1,2,9/14/2014 8:24,9/14/2014 11:59,2303,24
5150,2,32,9/14/2014 8:38,9/14/2014 12:13,3378,36
5150,3,37,9/14/2014 8:38,9/14/2014 11:03,828,8
5151,4,55,9/14/2014 8:52,9/14/2014 11:17,828,8
5151,5,41,9/14/2014 8:52,9/14/2014 10:07,428,4
5152,6,14,9/14/2014 9:05,9/14/2014 9:15,107,1
5153,1,14,9/15/2014 9:05,9/15/2014 9:15,107,1
5153,2,32,9/15/2014 9:19,9/15/2014 16:39,6915,74
5153,3,36,9/15/2014 9:19,9/15/2014 15:29,2115,22
5154,4,54,9/15/2014 9:33,9/15/2014 15:43,2115,22
5154,5,58,9/15/2014 9:33,9/15/2014 14:38,1743,18
5155,6,17,9/15/2014 8:06,9/15/2014 13:11,3268,35
5156,1,17,9/16/2014 8:06,9/16/2014 12:01,2518,26
5156,2,26,9/16/2014 8:52,9/16/2014 11:37,2593,27
5156,3,57,9/16/2014 8:52,9/16/2014 11:37,943,10
5157,4,44,9/16/2014 8:34,9/16/2014 9:34,343,3
5157,5,43,9/16/2014 8:47,9/16/2014 13:57,1772,18
5158,6,16,9/16/2014 8:47,9/16/2014 13:57,3322,35
5159,1,16,9/17/2014 9:01,9/17/2014 13:01,2572,27
5159,2,25,9/17/2014 9:01,9/17/2014 13:01,3772,40
5159,3,57,9/17/2014 9:15,9/17/2014 12:05,972,10
5160,4,47,9/17/2014 9:15,9/17/2014 11:00,600,6
5160,5,34,9/17/2014 9:28,9/17/2014 11:13,600,6
5161,6,2,9/17/2014 9:28,9/17/2014 10:03,375,4
5162,1,2,9/20/2014 8:47,9/20/2014 13:22,2947,31
5162,2,32,9/20/2014 8:47,9/20/2014 13:22,4323,46
5162,3,37,9/20/2014 9:24,9/20/2014 12:54,1201,12
5163,4,52,9/20/2014 9:38,9/20/2014 11:58,800,8
5163,5,38,9/20/2014 9:38,9/20/2014 11:58,800,8
5164,6,11,9/20/2014 8:11,9/20/2014 9:21,750,8
5165,1,11,9/21/2014 8:11,9/21/2014 8:16,53,0
5165,2,27,9/21/2014 8:25,9/21/2014 8:30,78,0
5165,3,58,9/21/2014 8:25,9/21/2014 15:40,2488,26
5166,4,45,9/21/2014 8:39,9/21/2014 15:54,2488,26
5166,5,49,9/21/2014 8:39,9/21/2014 14:44,2088,22
5167,6,21,9/21/2014 8:52,9/21/2014 14:22,3538,37
5168,1,21,9/22/2014 8:52,9/22/2014 14:22,3538,37
5168,2,26,9/22/2014 9:06,9/22/2014 12:56,3616,38
5168,3,57,9/22/2014 9:06,9/22/2014 12:56,1316,14
5169,4,44,9/22/2014 9:38,9/22/2014 12:18,915,9
5169,5,43,9/22/2014 9:38,9/22/2014 11:13,543,5
5170,6,16,9/22/2014 9:33,9/22/2014 11:08,1018,10
5171,1,16,9/23/2014 8:07,9/23/2014 8:32,268,2
5171,2,26,9/23/2014 8:07,9/23/2014 15:42,7153,76
5171,3,58,9/23/2014 8:21,9/23/2014 15:56,2603,27
5172,4,44,9/23/2014 8:21,9/23/2014 14:51,2232,23
5172,5,47,9/23/2014 8:34,9/23/2014 15:04,2232,23
5173,6,12,9/23/2014 8:34,9/23/2014 13:54,3431,36
5174,1,12,9/24/2014 8:48,9/24/2014 10:03,804,8
5174,2,24,9/24/2014 8:48,9/24/2014 10:03,1179,12
5174,3,42,9/24/2014 9:02,9/24/2014 9:22,114,1
5175,4,46,9/24/2014 9:02,9/24/2014 9:22,114,1
5175,5,33,9/24/2014 9:15,9/24/2014 16:40,2547,27
5176,6,19,9/24/2014 9:15,9/24/2014 15:35,4075,43
5177,1,19,9/27/2014 8:57,9/27/2014 16:47,5041,54
5177,2,28,9/27/2014 9:11,9/27/2014 15:56,6369,68
5177,3,59,9/27/2014 9:11,9/27/2014 14:46,1918,20
5178,4,46,9/27/2014 9:25,9/27/2014 15:00,1918,20
5178,5,36,9/27/2014 9:25,9/27/2014 13:50,1517,16
5179,6,23,9/27/2014 9:38,9/27/2014 14:03,2842,30
5180,1,23,9/28/2014 9:38,9/28/2014 17:28,5041,54
5180,2,27,9/28/2014 8:12,9/28/2014 10:22,2044,21
5180,3,59,9/28/2014 8:12,9/28/2014 10:22,744,7
5181,4,45,9/28/2014 8:26,9/28/2014 9:26,343,3
5181,5,49,9/28/2014 8:26,9/28/2014 9:26,343,3
5182,6,22,9/28/2014 8:39,9/28/2014 16:54,5310,56
5183,1,22,9/29/2014 8:39,9/29/2014 15:44,4559,48
5183,2,26,9/29/2014 8:53,9/29/2014 15:58,6684,71
5183,3,58,9/29/2014 9:07,9/29/2014 15:02,2033,21
5184,4,44,9/29/2014 9:07,9/29/2014 13:57,1661,17
5184,5,47,9/29/2014 9:28,9/29/2014 14:18,1661,17
5185,6,12,9/29/2014 9:28,9/29/2014 13:08,2360,25
5186,1,12,9/30/2014 9:34,9/30/2014 13:14,2360,25
5186,2,24,9/30/2014 9:34,9/30/2014 13:09,3381,36
5186,3,48,9/30/2014 8:08,9/30/2014 9:33,486,5
5187,4,51,9/30/2014 8:21,9/30/2014 9:46,486,5
5187,5,37,9/30/2014 8:21,9/30/2014 8:36,85,0
5188,6,23,9/30/2014 8:35,9/30/2014 16:00,4774,51
5189,1,23,10/1/2014 8:35,10/1/2014 16:00,4774,51
5189,2,28,10/1/2014 8:49,10/1/2014 15:09,5977,64
5189,3,59,10/1/2014 8:49,10/1/2014 13:59,1776,19
5190,4,46,10/1/2014 9:02,10/1/2014 14:12,1776,19
5190,5,36,10/1/2014 9:02,10/1/2014 13:02,1375,14
5191,6,9,10/1/2014 9:16,10/1/2014 12:11,1877,20
5192,1,9,10/4/2014 8:45,10/4/2014 10:50,1341,14
5192,2,27,10/4/2014 8:58,10/4/2014 17:08,7708,82
5192,3,59,10/4/2014 9:12,10/4/2014 17:22,2808,30
5193,4,45,10/4/2014 9:12,10/4/2014 16:12,2407,25
5193,5,49,10/4/2014 9:26,10/4/2014 15:21,2034,21
5194,6,22,10/4/2014 9:26,10/4/2014 14:11,3058,32
5195,1,22,10/5/2014 9:39,10/5/2014 14:24,3118,33
5195,2,26,10/5/2014 9:39,10/5/2014 13:14,3427,36
5195,3,46,10/5/2014 8:13,10/5/2014 15:23,2456,26
5196,4,49,10/5/2014 8:13,10/5/2014 14:13,2056,22
5196,5,53,10/5/2014 8:27,10/5/2014 13:17,1657,17
5197,6,12,10/5/2014 8:27,10/5/2014 13:17,3107,33
5198,1,12,10/6/2014 8:34,10/6/2014 12:19,2410,25
5198,2,25,10/6/2014 8:54,10/6/2014 11:29,2435,26
5198,3,57,10/6/2014 8:54,10/6/2014 10:19,485,5
5199,4,43,10/6/2014 9:08,10/6/2014 10:33,485,5
5199,5,53,10/6/2014 9:08,10/6/2014 9:28,114,1
5200,6,16,10/6/2014 9:21,10/6/2014 16:46,4768,51
5201,1,16,10/7/2014 9:21,10/7/2014 15:41,4071,43
5201,2,25,10/7/2014 9:35,10/7/2014 14:50,4950,53
5201,3,43,10/7/2014 9:35,10/7/2014 14:50,1800,19
5202,4,47,10/7/2014 8:53,10/7/2014 12:58,1400,15
5202,5,33,10/7/2014 9:06,10/7/2014 12:01,1000,10
5203,6,12,10/7/2014 9:06,10/7/2014 10:51,1125,12
5204,1,12,10/8/2014 9:38,10/8/2014 11:23,1125,12
5204,2,24,10/8/2014 9:38,10/8/2014 10:18,628,6
5204,3,55,10/8/2014 8:03,10/8/2014 12:28,1514,16
5205,4,42,10/8/2014 8:03,10/8/2014 11:18,1114,11
5205,5,46,10/8/2014 8:24,10/8/2014 10:34,743,7
5206,6,19,10/8/2014 8:24,10/8/2014 10:34,1393,14
5207,1,19,10/11/2014 8:22,10/11/2014 9:42,857,9
5207,2,26,10/11/2014 8:22,10/11/2014 8:37,235,2
5207,3,58,10/11/2014 8:36,10/11/2014 16:01,2544,27
5208,4,44,10/11/2014 8:36,10/11/2014 16:01,2544,27
5208,5,43,10/11/2014 9:15,10/11/2014 15:30,2144,23
5209,6,17,10/11/2014 9:03,10/11/2014 15:18,4019,43
5210,1,17,10/12/2014 9:03,10/12/2014 14:13,3322,35
5210,2,25,10/12/2014 9:17,10/12/2014 13:17,3772,40
5210,3,57,10/12/2014 9:17,10/12/2014 13:17,1372,14
5211,4,43,10/12/2014 9:31,10/12/2014 12:21,972,10
5211,5,53,10/12/2014 9:31,10/12/2014 11:16,600,6
5212,6,16,10/12/2014 8:04,10/12/2014 9:49,1125,12
5213,1,16,10/13/2014 8:04,10/13/2014 8:39,375,4
5213,2,25,10/13/2014 8:18,10/13/2014 8:53,550,5
5213,3,43,10/13/2014 8:18,10/13/2014 16:03,2659,28
5214,4,47,10/13/2014 8:32,10/13/2014 12:32,1372,14
5214,5,33,10/13/2014 8:45,10/13/2014 14:15,1887,20
5215,6,12,10/13/2014 8:45,10/13/2014 14:15,3537,37
5216,1,12,10/14/2014 8:59,10/14/2014 13:19,2787,29
5216,2,24,10/14/2014 8:59,10/14/2014 12:14,3065,32
5216,3,55,10/14/2014 9:13,10/14/2014 12:28,1115,11
5217,4,42,10/14/2014 9:26,10/14/2014 11:31,715,7
5217,5,46,10/14/2014 9:26,10/14/2014 10:21,314,3
5218,6,19,10/14/2014 8:27,10/14/2014 9:22,589,6
5219,1,19,10/15/2014 8:27,10/15/2014 16:37,5253,56
5219,2,32,10/15/2014 8:14,10/15/2014 15:14,6602,70
5219,3,37,10/15/2014 8:27,10/15/2014 16:32,2774,29
5220,4,55,10/15/2014 8:27,10/15/2014 16:32,2774,29
5220,5,41,10/15/2014 8:41,10/15/2014 13:26,1630,17
5221,6,14,10/15/2014 8:41,10/15/2014 13:26,3055,32
5222,1,14,10/18/2014 8:23,10/18/2014 11:13,1822,19
5222,2,32,10/18/2014 8:37,10/18/2014 8:47,157,1
5222,3,36,10/18/2014 8:37,10/18/2014 16:42,2775,29
5223,4,54,10/18/2014 9:05,10/18/2014 15:25,2174,23
5223,5,58,10/18/2014 9:05,10/18/2014 15:25,2174,23
5224,6,17,10/18/2014 9:04,10/18/2014 12:54,2466,26
5225,1,17,10/19/2014 9:04,10/19/2014 11:44,1715,18
5225,2,26,10/19/2014 9:18,10/19/2014 10:53,1493,16
5225,3,57,10/19/2014 9:18,10/19/2014 9:43,143,1
5226,4,44,10/19/2014 9:31,10/19/2014 17:06,2604,27
5226,5,43,10/19/2014 8:05,10/19/2014 15:40,2604,27
5227,6,16,10/19/2014 8:05,10/19/2014 14:35,4182,44
5228,1,16,10/20/2014 8:19,10/20/2014 13:39,3431,36
5228,2,25,10/20/2014 8:19,10/20/2014 10:24,1965,21
5228,3,57,10/20/2014 8:32,10/20/2014 11:37,1059,11
5229,4,43,10/20/2014 8:32,10/20/2014 10:27,658,7
5229,5,47,10/20/2014 8:46,10/20/2014 10:41,658,7
5230,6,2,10/20/2014 8:46,10/20/2014 9:31,482,5
5231,1,2,10/21/2014 8:16,10/21/2014 16:16,5148,55
5231,2,32,10/21/2014 8:16,10/21/2014 15:06,6447,69
5231,3,37,10/21/2014 9:13,10/21/2014 14:53,1946,20
5232,4,55,10/21/2014 9:13,10/21/2014 13:48,1574,16
5232,5,41,10/21/2014 9:27,10/21/2014 14:02,1574,16
5233,6,14,10/21/2014 9:27,10/21/2014 15:32,3914,41
5234,1,14,10/22/2014 8:01,10/22/2014 10:41,1716,18
5234,2,32,10/22/2014 8:01,10/22/2014 9:31,1415,15
5234,3,36,10/22/2014 8:14,10/22/2014 15:49,2605,27
5235,4,54,10/22/2014 8:14,10/22/2014 14:39,2204,23
5235,5,58,10/22/2014 8:28,10/22/2014 14:53,2204,23
5236,6,17,10/22/2014 8:42,10/22/2014 13:57,3378,36
5237,1,17,10/25/2014 8:47,10/25/2014 13:17,2896,31
5237,2,26,10/25/2014 9:01,10/25/2014 16:01,6605,70
5237,3,57,10/25/2014 9:01,10/25/2014 16:01,2405,25
5238,4,44,10/25/2014 9:14,10/25/2014 11:29,773,8
5238,5,43,10/25/2014 9:14,10/25/2014 10:19,372,3
5239,6,16,10/25/2014 9:28,10/25/2014 10:33,697,7
5240,1,16,10/26/2014 9:28,10/26/2014 17:43,5310,56
5240,2,25,10/26/2014 8:02,10/26/2014 15:12,6763,72
5240,3,57,10/26/2014 8:02,10/26/2014 15:12,2463,26
5241,4,43,10/26/2014 8:15,10/26/2014 14:15,2062,22
5241,5,47,10/26/2014 8:15,10/26/2014 14:15,2062,22
5242,6,2,10/26/2014 8:29,10/26/2014 13:19,3111,33
5243,1,2,10/27/2014 8:29,10/27/2014 12:14,2414,25
5243,2,32,10/27/2014 8:43,10/27/2014 12:28,3539,37
5243,3,52,10/27/2014 8:43,10/27/2014 10:08,487,5
5244,4,38,10/27/2014 8:56,10/27/2014 9:16,114,1
5244,5,42,10/27/2014 8:57,10/27/2014 9:17,114,1
5245,6,19,10/27/2014 8:57,10/27/2014 16:22,4774,51
5246,1,19,10/28/2014 9:24,10/28/2014 15:44,4077,43
5246,2,27,10/28/2014 9:24,10/28/2014 15:44,5977,64
5246,3,58,10/28/2014 9:37,10/28/2014 14:52,1805,19
5247,4,45,10/28/2014 9:37,10/28/2014 14:52,1805,19
5247,5,49,10/28/2014 8:52,10/28/2014 12:57,1404,15
5248,6,21,10/28/2014 9:06,10/28/2014 12:01,1877,20
5249,1,21,10/29/2014 9:06,10/29/2014 12:01,1877,20
5249,2,26,10/29/2014 9:19,10/29/2014 11:04,1651,17
5249,3,57,10/29/2014 9:19,10/29/2014 11:04,601,6
5250,4,44,10/29/2014 9:33,10/29/2014 10:13,229,2
5250,5,43,10/29/2014 9:33,10/29/2014 12:43,1088,11
5251,6,16,10/29/2014 8:07,10/29/2014 13:42,3595,38
5252,1,16,11/1/2014 9:15,11/1/2014 16:20,4553,48
5252,2,26,11/1/2014 9:29,11/1/2014 15:24,5578,59
5252,3,58,11/1/2014 9:29,11/1/2014 13:09,1257,13
5253,4,44,11/1/2014 8:02,11/1/2014 11:42,1257,13
5253,5,47,11/1/2014 8:02,11/1/2014 11:37,1228,13
5254,6,12,11/1/2014 8:16,11/1/2014 9:36,857,9
5255,1,12,11/2/2014 8:16,11/2/2014 9:36,857,9
5255,2,24,11/2/2014 8:03,11/2/2014 8:18,235,2
5255,3,42,11/2/2014 8:43,11/2/2014 16:08,2543,27
5256,4,46,11/2/2014 8:43,11/2/2014 16:08,2543,27
5256,5,33,11/2/2014 8:57,11/2/2014 15:12,2143,22
5257,6,19,11/2/2014 8:57,11/2/2014 14:07,3322,35
5258,1,19,11/3/2014 9:11,11/3/2014 14:21,3322,35
5258,2,28,11/3/2014 9:11,11/3/2014 13:11,3772,40
5258,3,59,11/3/2014 9:24,11/3/2014 12:14,971,10
5259,4,46,11/3/2014 9:24,11/3/2014 12:14,971,10
5259,5,36,11/3/2014 9:38,11/3/2014 11:23,600,6
5260,6,23,11/3/2014 9:38,11/3/2014 11:23,1125,12
5261,1,23,11/4/2014 8:12,11/4/2014 8:47,375,4
5261,2,27,11/4/2014 8:12,11/4/2014 15:57,7309,78
5261,3,59,11/4/2014 8:25,11/4/2014 16:10,2659,28
5262,4,45,11/4/2014 8:39,11/4/2014 12:39,1372,14
5262,5,49,11/4/2014 8:39,11/4/2014 14:09,1887,20
5263,6,22,11/4/2014 8:53,11/4/2014 14:23,3537,37
5264,1,22,11/5/2014 8:53,11/5/2014 13:13,2787,29
5264,2,26,11/5/2014 9:06,11/5/2014 13:26,4087,43
5264,3,58,11/5/2014 9:06,11/5/2014 12:21,1115,11
