ID,LONGDIST,International,LOCAL,DROPPED,PAY_MTHD,LocalBillType,LongDistanceBillType,AGE,SEX,STATUS,CHILDREN,Est_Income,Car_Owner,CHURNED
1825,27.0932,0.0,87.261,0,Auto,Budget,Intnl_discount,59,M,M,2,40714.5,N,Current
1827,8.21228,9.63483,45.6685,0,Auto,FreeLocal,Standard,75,M,M,1,97180.4,N,Vol
1837,14.6142,0.0,74.7254,0,CC,Budget,Standard,68,F,M,2,50290.7,N,Vol
1840,9.57167,0.0,10.4728,0,CH,Budget,Standard,23,F,M,0,869.57,N,Vol
1843,22.8917,0.0,22.1866,0,CH,Budget,Intnl_discount,52,F,M,1,70002.4,N,Vol
1847,17.4602,0.0,12.4497,0,CH,FreeLocal,Standard,82,M,S,0,37498.2,Y,Current
1851,12.2298,0.0,135.424,0,CH,FreeLocal,Standard,31,M,M,0,51015.7,Y,Current
1858,17.7865,0.0,9.54581,0,CC,FreeLocal,Standard,96,M,S,2,29835.9,Y,Current
1867,18.3535,0.0,50.1156,0,CC,Budget,Standard,80,M,S,1,13141.5,N,Current
1871,0.0,0.0,2.7661,0,CC,FreeLocal,Standard,55,F,M,1,26340.7,Y,InVol
1873,1.90953,0.0,25.9572,0,CC,FreeLocal,Standard,86,F,S,0,69350.5,Y,Current
1883,26.7759,0.0,58.3563,1,CC,Budget,Standard,97,F,M,1,51812.2,N,Vol
1885,17.1325,0.0,12.3358,0,CC,Budget,Standard,82,F,M,1,49453.8,N,Current
1888,27.9749,0.0,58.0921,0,Auto,Budget,Standard,62,F,S,2,28787.4,N,Current
1889,26.6869,0.0,9.67035,0,CC,FreeLocal,Standard,79,F,S,1,94278.7,Y,Current
1901,17.3913,0.0,41.4854,1,Auto,FreeLocal,Standard,58,M,S,2,12160.7,N,Current
1905,25.9711,0.0,10.9467,0,CC,Budget,Standard,35,F,M,0,80659.1,N,Current
1914,3.172,0.0,58.0375,0,CC,Budget,Standard,57,M,M,1,35075.0,N,Current
1918,2.46216,0.0,109.734,0,Auto,FreeLocal,Standard,23,M,M,1,43457.9,N,Current
1919,25.9862,0.0,21.0933,0,CC,FreeLocal,Standard,44,M,S,1,82314.1,Y,Current
1935,22.3846,0.0,40.4899,0,Auto,Budget,Standard,93,F,S,1,13109.1,N,Current
1937,7.83036,0.0,121.462,0,CC,Budget,Intnl_discount,71,M,M,2,51493.0,Y,Current
1940,24.6519,0.0,48.5375,0,CC,Budget,Intnl_discount,65,F,M,0,17700.4,N,Vol
1942,22.7994,0.0,20.2625,0,CC,Budget,Intnl_discount,88,M,M,1,13091.6,N,Current
1943,17.2158,0.0,31.5585,0,CH,Budget,Intnl_discount,55,F,M,0,91708.4,N,Current
1944,17.0066,0.0,137.337,2,CC,FreeLocal,Standard,28,F,S,0,64335.0,Y,Current
1957,9.00708,0.0,38.162,0,CH,FreeLocal,Standard,88,M,S,2,6704.78,N,Current
1961,0.0,0.0,4.33773,0,CC,FreeLocal,Standard,52,M,S,1,29870.0,N,InVol
1962,0.268121,0.0,16.3669,0,CH,FreeLocal,Standard,45,F,S,1,92187.1,Y,Vol
1964,7.04022,0.0,47.9327,0,Auto,FreeLocal,Standard,69,M,M,1,38302.7,N,Current
1965,3.03619,0.0,42.9195,0,CC,FreeLocal,Standard,54,F,M,1,40027.6,Y,Vol
1966,5.9311,5.06162,6.25025,0,CC,FreeLocal,Standard,26,M,S,1,85774.3,N,Vol
1968,0.0,0.0,1.51221,0,CH,Budget,Standard,61,M,M,2,25303.2,N,InVol
1972,8.46279,0.0,22.6513,0,CC,FreeLocal,Standard,51,F,S,2,2638.11,Y,Vol
1974,1.51617,0.0,94.9794,0,CC,Budget,Standard,61,F,M,0,10878.5,N,Vol
1976,0.587137,8.2371,50.2126,0,CC,FreeLocal,Standard,34,F,S,1,30234.8,N,Vol
1978,11.7458,0.0,54.8397,0,CH,FreeLocal,Intnl_discount,62,F,S,2,13965.4,N,Vol
1983,13.1831,0.0,18.387,0,CH,Budget,Intnl_discount,64,F,S,1,45495.0,N,Vol
1987,6.03961,0.0,19.5217,0,CC,Budget,Standard,63,F,M,1,22198.1,Y,Vol
1988,20.0851,0.0,59.1988,0,CH,Budget,Intnl_discount,21,F,M,1,64557.8,Y,Current
1990,29.8637,0.0,52.22,0,Auto,FreeLocal,Standard,68,F,M,2,62061.8,Y,Current
1992,28.4292,0.0,84.1063,0,CC,FreeLocal,Standard,48,F,S,0,76142.0,N,Current
1995,10.4404,0.0,39.9606,1,CC,FreeLocal,Standard,47,F,M,1,53298.7,N,Vol
2002,0.0,0.0,2.98368,0,CH,FreeLocal,Intnl_discount,68,M,M,0,14955.8,N,InVol
2003,22.5426,0.0,25.3754,0,Auto,FreeLocal,Standard,67,M,M,0,78319.3,N,Current
2006,7.46337,0.0,18.6992,0,CC,FreeLocal,Intnl_discount,79,M,M,0,34994.1,N,Current
2012,29.42,0.0,54.6296,0,CC,Budget,Standard,81,M,S,1,97205.2,N,Current
2013,0.0,0.0,1.22047,1,CC,Budget,Standard,92,F,S,0,51611.3,N,InVol
2015,0.0,0.0,0.623215,0,CC,FreeLocal,Standard,84,F,S,0,77462.0,N,Vol
2021,29.4184,0.0,332.464,0,CC,Budget,Standard,62,M,M,2,17888.7,N,Current
2032,0.0,0.0,3.87552,0,Auto,FreeLocal,Standard,59,F,M,0,50290.7,N,InVol
2033,0.0,0.0,4.14354,0,Auto,Budget,Standard,52,F,M,0,85073.7,N,InVol
2044,1.48478,0.0,83.8746,0,CC,Budget,Standard,36,M,S,1,38348.1,N,Current
2045,27.9958,5.32842,16.2764,0,CH,FreeLocal,Standard,18,F,M,0,28770.9,N,Vol
2053,21.3278,0.0,35.8502,0,CC,Budget,Standard,21,F,M,2,30763.8,Y,Vol
2054,4.19813,0.0,114.627,1,CH,Budget,Standard,81,F,M,2,3193.6,N,Vol
2059,15.1626,0.0,16.9973,0,CC,Budget,Standard,41,F,M,0,33520.9,N,Vol
2061,26.7913,0.0,17.4429,0,CH,FreeLocal,Standard,56,F,M,0,11268.3,Y,Vol
2062,26.0398,0.0,10.209,0,CC,FreeLocal,Standard,85,M,S,1,79688.7,N,Current
2063,17.6206,0.0,71.0349,0,CC,FreeLocal,Standard,28,M,S,2,88063.2,Y,Current
2064,25.6287,0.0,9.44746,0,Auto,FreeLocal,Standard,89,F,M,0,62229.6,N,Vol
2070,8.8103,0.0,9.29023,0,Auto,Budget,Intnl_discount,31,F,S,0,41856.2,N,Current
2072,24.0708,6.98081,27.7573,0,Auto,Budget,Standard,28,M,M,2,2056.06,Y,Vol
2075,4.58844,7.66264,8.49107,0,CC,Budget,Standard,95,M,S,0,38872.3,N,Vol
2076,16.0598,0.0,30.2381,0,CH,Budget,Standard,39,M,M,1,89928.5,N,Current
2080,3.94139,0.0,7.53295,0,Auto,Budget,Standard,37,F,S,0,74018.4,Y,Current
2087,15.1936,0.0,24.5471,0,CC,Budget,Intnl_discount,30,M,M,0,15819.6,N,Current
2093,11.5929,0.0,94.8898,1,CC,Budget,Standard,96,M,S,2,25826.4,N,Current
2094,0.250512,0.0,32.1879,0,CC,Budget,Standard,39,M,S,2,18569.2,N,Current
2096,2.2033,0.0,9.88634,0,CC,Budget,Intnl_discount,97,M,S,0,27498.1,N,Current
2098,0.178787,0.0,6.51263,0,CC,FreeLocal,Intnl_discount,62,F,M,0,37121.7,Y,Vol
2106,22.4358,0.0,41.7108,0,CC,Budget,Intnl_discount,30,M,S,2,23464.0,Y,Current
2111,20.8798,4.49828,66.5996,0,CH,FreeLocal,Intnl_discount,54,F,M,0,69641.6,N,Current
2114,26.996,0.0,13.0113,0,CC,FreeLocal,Standard,37,M,M,2,91272.2,Y,Current
2117,19.1359,0.0,9.14534,0,CC,Budget,Standard,59,F,M,1,77374.6,Y,Vol
2124,22.4864,0.0,151.611,0,Auto,FreeLocal,Intnl_discount,56,M,M,2,85275.0,N,Current
2132,17.4895,0.0,39.6234,0,CC,Budget,Intnl_discount,36,F,M,2,47639.1,N,Current
2135,0.514513,1.88205,21.8649,0,CH,FreeLocal,Standard,39,F,M,0,86770.4,N,Vol
2146,0.583769,0.0,150.985,0,CC,FreeLocal,Intnl_discount,27,F,M,2,53067.2,Y,Current
2151,26.5714,0.0,25.2656,0,CC,FreeLocal,Standard,81,F,M,0,71816.1,Y,Current
2156,22.8234,0.0,63.2982,0,CC,FreeLocal,Standard,84,F,S,1,60362.1,N,Vol
2163,29.9224,0.0,8.79772,0,CH,Budget,Intnl_discount,60,F,S,0,93322.1,Y,Current
2165,26.6955,0.0,9.46444,0,CC,FreeLocal,Intnl_discount,96,M,M,1,8663.42,N,Current
2170,0.0,0.0,1.44563,0,CC,Budget,Standard,56,M,M,2,11607.6,N,InVol
2174,5.33443,0.0,103.308,0,CC,FreeLocal,Intnl_discount,54,M,M,2,23537.6,Y,Current
2176,15.2889,0.0,52.2798,1,CC,Budget,Standard,44,M,M,1,91008.7,Y,Current
2179,13.1921,0.0,63.0243,0,CH,Budget,Intnl_discount,26,M,S,1,31166.6,N,Vol
2180,22.3052,0.0,51.7039,0,CC,Budget,Standard,54,M,M,0,52284.7,N,Current
2182,21.6372,0.0,139.208,0,Auto,Budget,Standard,94,F,M,1,87404.6,N,Vol
2185,14.638,0.0,99.0016,0,CC,Budget,Standard,35,M,S,0,63782.6,N,Current
2187,27.4205,0.0,23.7243,0,CC,Budget,Standard,77,M,M,2,49910.7,Y,Current
2188,2.86002,0.0,75.7277,0,Auto,Budget,Standard,48,F,M,0,98129.0,N,Vol
2189,11.9684,0.0,25.585,0,CC,FreeLocal,Standard,66,M,M,2,76161.4,Y,Current
2191,23.2395,0.0,80.6481,0,Auto,Budget,Standard,97,F,S,1,12686.0,N,Vol
2192,20.3203,0.0,68.9099,0,CH,Budget,Standard,62,M,M,0,56702.5,N,Current
2194,0.0,0.0,4.02331,0,CC,FreeLocal,Standard,18,F,M,1,67112.7,N,Current
2196,19.9806,0.0,10.4654,0,CC,Budget,Standard,51,M,M,1,64880.0,N,Current
2197,13.129,0.0,41.346,0,CH,Budget,Intnl_discount,34,F,S,1,51472.3,Y,Current
2200,21.7216,0.0,14.3649,0,CC,Budget,Standard,71,M,S,0,12860.5,N,Current
2201,19.2848,2.02563,14.3827,1,Auto,Budget,Intnl_discount,30,F,M,2,85394.0,Y,Vol
2205,6.99283,0.0,75.4874,0,CC,Budget,Standard,18,M,S,2,87708.0,N,Current
2211,19.8851,9.57747,19.2084,0,CH,Budget,Standard,75,F,M,2,25738.4,N,Vol
2215,7.72735,0.0,255.236,0,CC,FreeLocal,Standard,84,M,M,0,50290.7,N,Current
2216,22.163,0.0,37.0909,0,CC,FreeLocal,Standard,48,M,S,0,12134.7,Y,Current
2220,1.46904,0.0,43.9785,0,CC,Budget,Standard,43,F,S,1,86252.8,Y,Vol
2221,8.46054,0.0,116.249,0,Auto,Budget,Standard,94,M,M,0,87630.5,Y,Current
2226,20.2421,0.0,25.1256,0,CC,FreeLocal,Intnl_discount,19,M,M,2,92981.2,Y,Current
2239,23.5618,0.0,21.1174,0,CH,Budget,Standard,75,M,M,2,71035.4,N,Current
2251,29.5546,0.0,62.8186,0,CH,Budget,Standard,78,F,M,2,26449.8,Y,Vol
2254,13.8637,0.0,18.8157,0,CC,Budget,Intnl_discount,26,M,S,1,76074.1,Y,Current
2256,17.3797,6.21243,51.1783,0,CC,FreeLocal,Standard,90,F,M,1,56722.8,N,Vol
2258,18.6693,0.0,12.216,0,CC,FreeLocal,Intnl_discount,39,F,M,1,23012.6,N,Current
2264,12.5983,0.0,14.1915,0,CC,Budget,Standard,23,F,S,2,48162.0,N,Current
2266,24.8921,0.0,28.8231,0,CC,Budget,Standard,22,M,S,1,27778.2,N,Vol
2268,16.5022,0.0,5.66643,0,CH,Budget,Standard,37,F,S,0,71570.3,N,Current
2270,23.7038,0.0,126.969,0,Auto,FreeLocal,Standard,83,F,M,0,98056.3,N,Vol
2278,11.5683,0.0,70.8946,0,CC,FreeLocal,Standard,53,M,S,1,76394.0,N,Current
2279,15.2777,0.0,25.6243,0,CC,FreeLocal,Standard,79,F,M,2,87297.9,Y,Vol
2280,14.2087,0.0,43.0247,0,CC,FreeLocal,Standard,38,F,M,0,56518.4,Y,Current
2286,8.86308,0.0,72.1049,0,CC,Budget,Standard,92,M,S,2,8014.59,N,Current
2288,0.417484,7.35603,208.196,0,CC,Budget,Standard,87,F,S,0,59232.8,N,Vol
2289,4.19305,0.0,161.815,0,CC,FreeLocal,Standard,76,M,M,1,72996.0,N,Current
2301,11.059,0.0,30.2331,0,CC,Budget,Standard,29,M,M,1,69294.7,Y,Current
2304,0.0,0.0,2.24539,0,CH,Budget,Intnl_discount,83,M,S,0,91926.0,N,InVol
2305,0.0,0.0,3.45314,0,CH,Budget,Intnl_discount,49,F,S,0,45818.7,N,InVol
2312,0.0,0.0,4.11108,0,CC,FreeLocal,Standard,61,M,S,0,5898.9,N,Current
2317,27.5658,0.0,37.2949,0,Auto,Budget,Standard,50,M,M,2,14543.1,N,Current
2319,9.17266,0.0,13.6095,0,CH,Budget,Standard,25,M,M,0,52366.4,Y,Current
2320,29.9437,0.0,48.6059,0,CC,FreeLocal,Standard,56,F,S,1,49553.9,Y,Vol
2322,12.3451,0.0,7.75723,0,Auto,Budget,Intnl_discount,58,F,S,1,540.406,Y,Current
2324,27.0551,1.98278,78.3761,1,CC,FreeLocal,Standard,57,F,M,0,57255.4,N,Vol
2326,7.99119,7.34012,87.8844,0,CH,FreeLocal,Standard,22,F,S,1,71941.5,Y,Vol
2337,16.9221,0.0,93.2994,0,CC,FreeLocal,Intnl_discount,83,M,S,2,65330.2,Y,Current
2343,27.8303,5.19901,48.696,0,CC,FreeLocal,Intnl_discount,25,M,M,2,67339.8,N,Current
2350,14.3904,0.0,8.03811,0,CC,Budget,Standard,79,F,S,2,15688.5,N,Vol
2355,18.7215,0.0,91.5596,0,CC,Budget,Standard,53,F,S,1,68767.0,Y,Vol
2356,0.0,0.0,4.75942,0,CC,FreeLocal,Standard,27,F,M,0,50290.7,Y,InVol
2362,7.42984,0.0,7.43851,0,CC,Budget,Standard,78,F,M,2,92103.8,N,Vol
2363,25.0335,7.33096,54.8006,0,CH,Budget,Intnl_discount,55,F,S,2,8392.14,Y,Vol
2367,29.648,0.0,55.9291,0,CH,FreeLocal,Standard,32,F,M,2,16705.6,N,Current
2376,22.1255,0.0,22.386,0,CC,FreeLocal,Standard,48,M,M,2,69005.6,N,Current
2378,13.9383,6.61165,78.217,0,CC,FreeLocal,Standard,68,F,M,1,81641.2,Y,Current
2379,19.0625,0.358172,15.9826,1,Auto,Budget,Standard,40,M,M,1,62789.9,N,Current
2386,28.7081,0.0,61.4862,0,Auto,Budget,Intnl_discount,54,M,S,1,13428.5,N,Current
2387,12.0592,0.0,27.3879,1,Auto,FreeLocal,Intnl_discount,41,F,M,1,3920.43,Y,Current
2398,26.4587,0.0,95.682,0,Auto,FreeLocal,Intnl_discount,77,M,M,1,31841.7,Y,Current
2400,29.2244,0.0,35.1406,0,CH,FreeLocal,Standard,27,F,M,2,22137.0,N,Vol
2403,7.70607,4.5581,43.2099,0,CC,FreeLocal,Standard,74,M,M,2,70908.7,N,Vol
2406,12.8924,0.0,53.8174,0,Auto,FreeLocal,Intnl_discount,66,F,M,2,67239.4,N,Vol
2407,6.90647,7.2177,128.106,1,CC,FreeLocal,Standard,70,M,M,1,69406.7,Y,Vol
2410,0.0,0.0,4.46158,0,CC,Budget,Standard,76,F,M,2,83259.3,N,Vol
2412,0.0,0.0,0.542815,0,CH,FreeLocal,Standard,66,M,M,0,42898.2,Y,InVol
2413,12.4649,0.0,65.4019,3,CC,Budget,Intnl_discount,33,M,M,1,78877.5,N,Current
2414,13.6236,0.0,28.2283,0,CC,FreeLocal,Standard,54,M,M,0,68438.3,N,Current
2417,12.0079,0.0,62.2259,0,CH,Budget,Standard,67,M,S,0,9448.62,Y,Current
2418,1.71604,0.0,116.14,0,Auto,Budget,Standard,34,M,S,2,60095.2,Y,Current
2420,9.13712,6.29555,47.8516,0,Auto,FreeLocal,Standard,19,M,M,1,20818.5,N,Vol
2421,15.2714,0.0,49.4208,0,CC,FreeLocal,Intnl_discount,82,F,M,1,11895.7,N,Vol
2422,0.0,0.0,4.21375,0,CC,FreeLocal,Intnl_discount,70,F,M,1,6388.65,N,InVol
2425,16.3717,0.0,7.00688,0,CH,Budget,Standard,97,F,M,1,51261.9,Y,Vol
2426,21.689,3.46063,17.375,0,CC,FreeLocal,Standard,93,M,M,1,76511.3,N,Vol
2428,0.0,0.0,3.38779,0,CC,FreeLocal,Standard,19,M,M,2,58774.9,Y,InVol
2433,28.1642,0.0,249.961,0,CC,FreeLocal,Standard,86,F,S,2,84453.1,N,Current
2434,21.4935,0.0,32.7447,0,CC,FreeLocal,Intnl_discount,73,F,M,2,33607.0,N,Vol
2437,17.7061,8.32147,17.1766,0,CC,Budget,Standard,73,F,M,1,84601.4,N,Vol
2444,29.5386,0.0,98.2605,0,CC,Budget,Standard,50,M,S,2,86905.4,Y,Current
2447,12.329,2.45732,47.5882,0,CH,Budget,Intnl_discount,87,F,S,2,96025.5,N,Vol
2448,0.0,0.0,3.36571,1,CH,Budget,Intnl_discount,59,F,M,2,36660.9,Y,InVol
2449,10.6903,0.0,38.3941,0,CH,Budget,Standard,23,M,M,2,24457.6,Y,Vol
2452,18.0321,0.0,57.2927,0,CC,FreeLocal,Intnl_discount,71,M,M,2,36439.8,Y,Current
2455,22.5598,0.0,410.611,0,CH,FreeLocal,Intnl_discount,24,F,S,2,98226.2,Y,Current
2461,20.8669,0.864841,19.7807,0,CC,Budget,Standard,86,M,S,1,94188.3,N,Current
2471,10.2888,4.83185,13.8903,0,Auto,Budget,Intnl_discount,55,F,M,0,25080.6,Y,Vol
2477,27.3968,0.0,51.4745,0,Auto,FreeLocal,Standard,69,F,M,2,63670.8,Y,Vol
2478,29.7358,5.24128,35.7321,0,CC,Budget,Standard,40,M,S,0,5282.6,N,Vol
2486,4.79471,0.0,39.7619,1,CH,FreeLocal,Standard,79,F,S,0,77644.1,N,Current
2494,22.6068,0.0,89.5906,1,CC,FreeLocal,Standard,78,M,S,0,80693.1,N,Current
2495,0.637549,0.0,52.2243,0,CC,Budget,Intnl_discount,46,F,M,0,50290.7,Y,Vol
2496,3.97418,0.0,169.071,0,CC,Budget,Standard,40,F,M,2,91051.0,Y,Vol
2498,16.4982,6.43269,59.498,0,CH,FreeLocal,Standard,41,F,M,0,89915.0,N,Vol
2501,0.0,0.0,3.71098,0,CC,Budget,Standard,19,F,S,1,90205.6,Y,InVol
2507,0.268394,0.0,25.7933,0,CC,FreeLocal,Standard,70,M,S,2,14799.8,N,Current
2508,6.19198,4.48021,7.83147,0,CH,FreeLocal,Standard,70,M,M,1,74381.5,N,Vol
2510,25.647,0.0,15.3094,0,CH,Budget,Intnl_discount,83,M,M,1,9132.91,N,Current
2514,16.2512,0.0,66.6216,0,CC,Budget,Intnl_discount,77,M,M,2,29277.8,N,Current
2521,3.32752,0.0,99.3243,0,Auto,Budget,Standard,91,F,M,0,99309.0,N,Vol
2522,26.3483,4.59337,86.0956,0,CC,Budget,Standard,73,F,S,0,78564.7,N,Current
2528,15.3052,0.0,8.55239,0,CC,Budget,Standard,49,M,S,1,63230.3,N,Current
2530,16.6496,0.0,130.563,0,CC,Budget,Intnl_discount,56,M,S,1,98533.3,N,Current
2531,12.8105,5.75778,101.556,0,CC,Budget,Standard,79,F,M,0,50530.8,N,Vol
2534,4.80891,0.0,52.0429,0,CC,FreeLocal,Intnl_discount,91,F,M,2,8502.99,N,Vol
2540,23.2515,0.0,10.6193,0,CC,FreeLocal,Standard,46,M,S,0,14865.8,Y,Current
2549,1.76033,0.0,72.5617,0,CC,FreeLocal,Intnl_discount,47,M,M,0,84743.7,Y,Current
2564,8.87136,0.0,81.1727,1,Auto,FreeLocal,Standard,89,M,M,2,64009.7,N,Current
2569,0.0,0.0,4.89266,0,CC,FreeLocal,Standard,84,M,M,0,20159.5,N,Vol
2570,11.2622,0.0,83.6389,0,CH,Budget,Intnl_discount,73,F,S,2,85184.6,N,Vol
2574,28.236,0.0,36.9643,0,CH,Budget,Standard,77,F,M,0,17021.6,N,Vol
2579,1.88715,0.0,13.1598,0,CC,FreeLocal,Standard,43,F,S,0,96854.3,N,Vol
2586,9.08789,0.0,11.3943,0,CC,FreeLocal,Standard,93,F,S,1,31240.3,Y,Current
2590,4.27968,0.0,76.6167,0,CC,Budget,Standard,25,F,S,2,61463.7,N,Current
2591,29.9482,0.0,312.202,0,Auto,Budget,Intnl_discount,97,M,M,1,9148.27,N,Current
2592,25.711,0.0,15.603,0,CC,Budget,Standard,36,F,S,0,58488.3,Y,Current
2595,18.2549,0.0,47.4489,0,Auto,FreeLocal,Standard,25,M,M,0,4592.8,N,Vol
2596,2.40823,0.0,50.5069,0,Auto,Budget,Standard,61,F,M,2,30998.8,N,Current
2598,1.84921,0.0,34.1776,0,CC,FreeLocal,Intnl_discount,64,M,M,1,36510.9,N,Current
2600,11.4021,0.0,62.5293,0,CC,Budget,Standard,88,M,M,1,43378.2,N,Current
2601,23.4489,0.0,98.1263,3,CC,Budget,Intnl_discount,18,M,M,1,76137.8,N,Current
2605,12.793,0.0,17.1793,0,CC,Budget,Standard,72,F,S,2,63291.1,Y,Vol
2608,10.4025,0.0,10.1182,1,CC,FreeLocal,Standard,92,M,M,1,81271.1,N,Current
2613,28.6842,1.37433,13.292,0,CC,Budget,Standard,40,F,M,0,47750.4,Y,Vol
2615,27.335,0.0,75.2776,0,CH,Budget,Standard,88,M,M,2,71686.2,Y,Current
2617,22.0692,0.0,140.862,0,CH,Budget,Standard,29,F,S,1,73874.1,Y,Current
2621,0.0,0.0,1.46082,0,CH,FreeLocal,Standard,21,M,S,0,15924.2,N,Current
2622,13.705,0.0,171.469,0,CC,FreeLocal,Standard,67,M,M,0,93201.3,N,Current
2624,19.0204,0.0,52.2608,0,CC,FreeLocal,Standard,74,M,S,1,18064.4,Y,Current
2633,2.39773,0.0,15.5188,0,CC,FreeLocal,Intnl_discount,61,F,S,0,45667.1,Y,Vol
2639,13.454,0.0,21.0919,0,Auto,FreeLocal,Standard,77,M,S,0,73850.0,N,Current
2640,23.1725,0.0,87.3969,0,CC,Budget,Intnl_discount,21,F,S,2,21709.7,N,Vol
2645,0.0,0.0,0.566024,0,CC,FreeLocal,Standard,18,F,M,0,29696.1,N,InVol
2646,2.84135,0.0,24.4468,0,CH,Budget,Intnl_discount,71,F,M,2,49745.3,N,Current
2656,13.2499,0.0,79.936,0,CC,FreeLocal,Standard,32,M,S,1,54164.9,N,Current
2658,7.75677,0.0,19.5679,0,CC,Budget,Intnl_discount,52,F,S,0,15906.0,Y,Vol
2660,3.98602,0.103954,53.689,2,CH,FreeLocal,Standard,78,F,M,0,50290.7,N,Current
2663,13.3148,0.0,157.814,1,CH,FreeLocal,Intnl_discount,84,F,M,1,83850.5,Y,Vol
2680,18.4217,6.4641,28.0665,0,CH,FreeLocal,Intnl_discount,35,F,M,2,50968.9,N,Vol
2683,7.06218,0.0,21.9974,0,CC,Budget,Standard,38,F,M,2,60060.5,N,Current
2684,0.0,0.0,3.01627,0,CC,FreeLocal,Standard,33,F,S,0,36486.4,N,Current
2688,27.4972,0.0,6.15365,0,Auto,Budget,Intnl_discount,56,F,M,1,87302.6,N,Vol
2692,17.4051,0.0,6.31506,1,CC,FreeLocal,Standard,20,F,S,2,43046.4,Y,Current
2697,22.4673,4.16982,43.3427,0,CC,Budget,Standard,20,F,M,2,88427.0,N,Current
2701,23.7795,0.0,114.435,0,CH,Budget,Intnl_discount,45,M,M,2,37877.6,N,Current
2703,29.7964,9.89545,216.295,0,Auto,FreeLocal,Standard,19,M,S,0,5930.86,Y,Vol
2705,8.37702,0.0,16.4438,0,CC,Budget,Standard,58,M,M,2,61334.8,Y,Current
2711,6.99929,1.15197,165.868,0,CC,FreeLocal,Standard,85,F,S,0,16175.6,N,Vol
2713,13.6973,0.0,74.1802,1,CH,Budget,Standard,90,F,S,2,97445.2,Y,Vol
2714,12.249,0.0,193.892,0,Auto,Budget,Standard,85,M,S,2,75639.8,N,Current
2726,24.5955,0.0,30.1987,0,CH,Budget,Standard,58,M,M,1,32981.6,Y,Current
2732,5.50095,4.51332,42.6387,0,Auto,Budget,Standard,94,M,M,0,83876.4,Y,Vol
2734,9.39559,0.0,13.9003,0,CH,FreeLocal,Standard,90,M,S,2,81997.0,N,Current
2737,24.8717,0.0,29.2212,0,CC,FreeLocal,Standard,37,M,S,0,83378.3,Y,Current
2738,17.1501,0.0,148.6,0,CH,FreeLocal,Standard,31,F,M,1,82388.2,N,Current
2740,29.5234,0.0,167.321,0,Auto,Budget,Standard,64,M,M,2,80289.1,N,Current
2742,23.7931,0.0,85.7463,0,CC,Budget,Standard,86,F,M,2,23816.6,Y,Vol
2743,22.3529,0.0,13.6095,0,CC,Budget,Standard,26,F,S,0,41340.6,N,Current
2748,22.9803,0.0,32.3687,0,CC,FreeLocal,Standard,34,F,S,2,90856.9,N,Current
2749,2.87066,0.0,262.916,0,CC,Budget,Standard,39,F,S,0,58623.8,N,Current
2753,28.3269,0.0,10.8516,0,Auto,Budget,Standard,48,F,M,2,95429.7,N,Vol
2757,7.13521,0.0,36.2438,0,CH,Budget,Standard,59,F,S,2,59478.8,N,Vol
2762,0.082955,0.0,8.41532,0,Auto,Budget,Standard,38,M,M,1,50535.8,Y,Current
2767,28.874,0.0,92.5245,0,CH,Budget,Standard,62,M,M,2,33361.3,Y,Current
2770,0.0,0.0,2.63203,0,CC,Budget,Standard,75,F,M,2,55272.7,Y,InVol
2771,12.28,0.0,10.4193,0,CH,FreeLocal,Intnl_discount,56,F,M,0,50290.7,N,Vol
2772,2.39516,0.0,57.1307,0,Auto,FreeLocal,Standard,39,M,M,0,110.284,N,Current
2774,1.71821,0.0,12.8583,3,CC,Budget,Standard,32,M,S,2,5565.43,Y,Current
2778,0.0,0.0,3.46013,0,CC,FreeLocal,Intnl_discount,70,F,M,1,22845.1,N,InVol
2785,24.9334,9.12701,12.7997,0,CC,FreeLocal,Standard,71,F,M,2,80844.5,N,Vol
2788,0.0,0.0,0.804101,1,Auto,Budget,Intnl_discount,63,F,M,0,88791.5,N,InVol
2789,0.578131,0.0,203.516,0,CC,FreeLocal,Standard,67,F,M,2,88177.1,Y,Vol
2790,9.18751,0.0,34.259,0,Auto,FreeLocal,Intnl_discount,71,M,M,0,37113.6,N,Current
2793,6.1243,0.0,14.7859,0,CH,FreeLocal,Standard,58,M,M,1,4054.55,Y,Current
2794,18.5506,0.0,52.8012,0,CC,FreeLocal,Standard,61,F,S,1,32533.9,N,Vol
2798,13.156,0.0,35.8676,0,CC,FreeLocal,Intnl_discount,21,M,M,2,61825.5,N,Current
2799,22.1464,0.0,8.91939,0,CC,Budget,Intnl_discount,35,M,M,1,38997.7,N,Current
2801,2.35948,0.0,36.9082,0,CH,FreeLocal,Intnl_discount,61,M,M,1,15865.5,N,Current
2803,10.0427,0.0,46.3118,0,Auto,FreeLocal,Standard,53,M,S,1,37111.5,Y,Current
2804,18.7594,0.0,15.2938,0,CC,FreeLocal,Intnl_discount,73,F,M,2,87182.7,Y,Vol
2812,27.7041,6.11703,124.146,2,CH,FreeLocal,Standard,95,M,M,0,60101.1,Y,Current
2813,6.33387,0.0,62.2536,0,Auto,Budget,Intnl_discount,89,F,M,2,74628.1,N,Vol
2817,16.1932,0.0,160.422,0,CC,FreeLocal,Standard,39,F,M,1,13829.4,N,Current
2820,28.0208,2.61489,73.4041,0,CC,Budget,Intnl_discount,75,F,S,0,48755.1,N,Vol
2824,8.18728,0.0,190.782,0,CC,FreeLocal,Intnl_discount,33,F,S,1,68339.3,N,Current
